Username,Rating,Date and Time,Comment
annemanalang,5,2024-02-08 17:42,"Quality:great
Suitability:angkop
Appearance:legit

The headlights I used in the car were just stock. it's blurry but when I used this head light it was very beautiful. the headlights was bright. I won't have trouble driving anymore. legit it's worth the price and there are many good reviews"
j*****n,5,2023-08-26 05:36,"Suitability:Good
Appearance:Good
Quality:Good

Not related picture and video for contemporary, everything is good for its price, nothinh to be worried since the item it self was built to satisfy the needs specifically does the job, and now I am grateful with it to be honest."
albertpacson_27,5,2022-12-05 05:28,"Thankyou seller napaka safe ng balot, maganda ung items!!🎉😇"
jannozamora,5,2023-09-24 06:19,"Quality:Very Good
Appearance:Very Good
Suitability:Very Good

Ganda ng ITEM, subrang liwanag!!"
justine.vill,5,2023-11-04 04:09,"Quality:very good

ganda inorder ko sya ng Thursday 2 days palang dumating na napakahusay ng seller nito 👏👏👏"
vhince_1234,5,2023-12-15 04:52,"Appearance:100
Quality:100
Suitability:100

nice seller"
piaamaccss,5,2023-09-11 13:34,"Suitability:10/10
Quality:10/10
Appearance:10/10"
allangebeta,5,2024-01-06 13:21,"Appearance:good
Suitability:good
Quality:good

Goods nko sa ilaw at liwanag nya"
cjevangelista29,5,2023-10-04 12:00,Perfect fit! Malakas pati ang ilaw. Nakakatuwa itong pruchase na ito para sa mga kotse nyo mga boss. Highly recommend 🫶👌
t*****9,5,2024-08-13 22:55,"Appearance:Good
Suitability:Good
Quality:Good"
radsilario,5,2023-07-23 07:40,"Quality:very good
Suitability:very good

Thank you seller I receive the items in good condition  already tested and working good hopefully will last..👍👍tumbs up.."
yhankeedear,5,2022-10-03 13:04,"The item was well packed. Haven't unboxed it yet, waiting for my cousin to install it. Hopefully, this will serve its purpose and sana durable sya. Thank you seller and sa nagdeliver po.

Update: maganda sya, all lights are working, anlinaw pa."
patrick0899,5,2023-01-02 11:00,"Suitability:better car lighting on night time
Appearance:Package is intact
Quality:Great materials for its price

for the buyers I’ll suggest to get 15000 Lumens type if you have a projector Low beam headlight"
r*****0,4,2024-02-02 12:38,"Suitability:ok
Appearance:ok
Quality:nice

Not sure pa Kasi di pa nagamit masyado ulit Ang sasakyan. Pero mabilis lang daw ikabit. Sana magtagal. Thank you seller sa fast transaction"
joeypicaso,5,2023-12-09 14:01,"Suitability:Perfect
Quality:very good
Appearance:very good

Works well, thank you seller. Keep it up."
jeckleoral_manong10,5,2024-01-24 11:14,"Quality:ang ganda..
Suitability:10/10
Appearance:10/10

Maganda gamitin guys.. mas maganda gamitin amg led kaysa sa hallogen. Di pa masisira lens ng headlight mo"
e3maj_v9b_,5,2024-02-27 02:49,"Suitability:perfect for me
Quality:like it, just hoping it will lasy
Appearance:very satisfied

It works as it was advertised, I like it just like I said, hoping it will last, thank you"
arisavellanefa,5,2023-01-16 08:44,"Appearance:10
Quality:10
Suitability:10

Good quality Ang Ganda po maliwanag po Siya nasubukan ko n sa Gabi Ang Ganda nice seller salamat at Kay kua jnt salamat din shoppe order ulit aq"
p4do0qgggr,5,2022-04-02 10:28,"Very good seller 👍
Excellent Quality - Yes 
Very Accommodating Seller - Yes
Well Packaged Comes with Bubble Wrap
Item Shipped Immediately - Yes"
k*****1,5,2023-08-11 16:05,"Quality:very good
Suitability:very good
Appearance:very good

Salamat seller, shopee, at rider sa product naka bubble wrap nilagay ko agad sa sakyan maganda tingnan."
mumang12,5,2023-02-05 14:21,"Appearance:super sealed
Quality:mas maliwanag siya sa stock
Suitability:👍

Maliwanag siya and working condition siya tska sealed na sealed. Madali lang siyang ilagay

Sana magtagal siya and worth it sa price niya 

Xvczfgbbbjjugffbnkjyrdgjiiyfvnnjitfdbjjutffbjjugfvnjjhgvbjiugbjjuhgbnytgghjuytgjjjjiiiggnnjjjgfb"
ivanvilla24,5,2024-09-07 00:23,"Suitability:goods
Quality:goods

Good"
